ID Calon Mahasiswa,NISN,NIK,Nama Calon Mahasiswa,Email,No Telepon,Agama,Alamat,Jenis Kelamin,Tempat Tanggal Lahir,Tahun Lulus,Asal Sekolah
CM000358,6692535990,8172422248985928,Teguh Hermawan,teguh.hermawan4856@gmail.com,081779883598,Islam,"Jl. Veteran No.38, RT 03/RW 06, Tual, Maluku",Laki-laki,"Tual, 11/05/2008",2025,SMA Swasta 2 Tual
CM000359,4775811269,1274014031818176,Binar Sihombing,binar.sihombing1175@gmail.com,081790331891,Islam,"Jl. Sudirman No.13, RT 12/RW 02, Tebing Tinggi, Sumatera Utara",Perempuan,"Tebing Tinggi, 21/02/2006",2023,SMAN 19 Tebing Tinggi
CM000360,6732171997,5171585148865545,Oki Ardiansyah,oki.ardiansyah1054@gmail.com,082181712577,Islam,"Jl. Pahlawan No.124, RT 12/RW 10, Denpasar, Bali",Laki-laki,"Denpasar, 28/04/2006",2023,SMKN Muhammadiyah Denpasar
CM000361,1908150692,3201860524157807,Dwita Puspitasari,dwita.puspitasari361@gmail.com,088198902414,Islam,"Jl. Cut Nyak Dien No.45, RT 10/RW 08, Bogor, Jawa Barat",Perempuan,"Bogor, 18/07/2003",2022,SMAN Diponegoro Bogor
CM000362,8219240504,8171011824457677,Taufik Mahendra,taufik.mahendra5930@gmail.com,088118307905,Islam,"Jl. Soekarno Hatta No.178, RT 20/RW 07, Ambon, Maluku",Laki-laki,"Ambon, 09/11/2005",2023,MA Swasta Terpadu Ambon
CM000363,6699747845,3278177210260778,Sari Andriani,sari.andriani7693@gmail.com,089779680240,Islam,"Jl. Ahmad Yani No.190, RT 17/RW 02, Tasikmalaya, Jawa Barat",Perempuan,"Tasikmalaya, 26/04/2004",2023,SMK Swasta Pembangunan Tasikmalaya
CM000364,9770512512,8171928722335147,Udin Handayani,udin.handayani6172@gmail.com,081722055237,Islam,"Jl. Raya Utama No.96, RT 20/RW 10, Ambon, Maluku",Laki-laki,"Ambon, 23/03/2004",2022,SMK Swasta Sudirman Ambon
CM000365,5372570962,3576724279588227,Hendra Soetomo,hendra.soetomo6482@gmail.com,082257774386,Islam,"Jl. Sisingamangaraja No.16, RT 11/RW 01, Pasuruan, Jawa Timur",Laki-laki,"Pasuruan, 15/05/2006",2025,MAN Kartini Pasuruan
CM000366,8614537165,5203148941762266,Zara Anggraini,zara.anggraini365@gmail.com,081212611915,Islam,"Jl. MT. Haryono No.184, RT 05/RW 06, Sumbawa, Nusa Tenggara Barat",Perempuan,"Sumbawa, 20/05/2006",2024,SMA Swasta Unggulan Sumbawa
CM000367,7267143531,3375624673090890,Ragil Suharto,ragil.suharto6787@gmail.com,085826112766,Islam,"Jl. Diponegoro No.80, RT 19/RW 07, Pekalongan, Jawa Tengah",Laki-laki,"Pekalongan, 03/09/2005",2024,SMA Swasta 3 Pekalongan
CM000368,8022909554,7306812260614155,Nabila Hermawan,nabila.hermawan8516@gmail.com,081674124312,Islam,"Jl. Veteran No.40, RT 06/RW 08, Gowa, Sulawesi Selatan",Perempuan,"Gowa, 07/01/2003",2022,MAN Diponegoro Gowa
CM000369,2821122638,6474776437505600,Zainal Wijaya,zainal.wijaya2707@gmail.com,085637507099,Hindu,"Jl. Pemuda No.35, RT 07/RW 08, Bontang, Kalimantan Timur",Laki-laki,"Bontang, 19/08/2005",2023,SMA Negeri Ahmad Dahlan Bontang
CM000370,7587015077,1871088975452356,Andika Kurniawan,andika.kurniawan3290@gmail.com,088155719313,Islam,"Jl. RE. Martadinata No.173, RT 08/RW 01, Bandar Lampung, Lampung",Laki-laki,"Bandar Lampung, 28/04/2005",2023,SMA Swasta 17 Bandar Lampung
CM000371,2680162566,1871239429908309,Gita Saputra,gita.saputra1481@gmail.com,081317950777,Islam,"Jl. Pahlawan No.104, RT 04/RW 07, Bandar Lampung, Lampung",Perempuan,"Bandar Lampung, 04/01/2006",2023,MA Swasta 2 Bandar Lampung
CM000372,3075210938,5203564321944946,Irwan Santoso,irwan.santoso5949@gmail.com,081906146591,Islam,"Jl. Pemuda No.125, RT 07/RW 01, Sumbawa, Nusa Tenggara Barat",Laki-laki,"Sumbawa, 11/08/2008",2025,SMA Swasta Plus Sumbawa
CM000373,6900711909,5108046256703362,Aldi Ramadhan,aldi.ramadhan6627@gmail.com,081952236324,Kristen,"Jl. RE. Martadinata No.91, RT 09/RW 04, Karangasem, Bali",Laki-laki,"Karangasem, 05/07/2005",2023,SMK Swasta Pembangunan Karangasem
CM000374,9724033012,9271581703860829,Lestari Soetomo,lestari.soetomo5101@gmail.com,081512021560,Islam,"Jl. Sisingamangaraja No.9, RT 09/RW 06, Sorong, Papua",Perempuan,"Sorong, 17/04/2007",2024,SMKN Nusantara Sorong
CM000375,5579675625,5203860873024656,Putra Pratama,putra.pratama2017@gmail.com,081354578648,Islam,"Jl. MT. Haryono No.191, RT 16/RW 04, Sumbawa, Nusa Tenggara Barat",Laki-laki,"Sumbawa, 27/09/2006",2023,SMK Negeri Islam Terpadu Sumbawa
CM000376,4596634438,3273471714952062,Wawan Wahyuningsih,wawan.wahyuningsih109@gmail.com,085213085220,Islam,"Jl. Imam Bonjol No.149, RT 07/RW 08, Bandung, Jawa Barat",Laki-laki,"Bandung, 20/12/2005",2024,SMA Negeri Ahmad Dahlan Bandung
CM000377,8114556636,1274011119577003,Nanda Purnomo,nanda.purnomo2197@gmail.com,081850668046,Kristen,"Jl. Sisingamangaraja No.79, RT 16/RW 06, Tebing Tinggi, Sumatera Utara",Laki-laki,"Tebing Tinggi, 13/11/2006",2023,SMA Swasta 5 Tebing Tinggi
CM000378,9724520269,3375275301406863,Ilham Gunawan,ilham.gunawan8114@gmail.com,081556570392,Islam,"Jl. Soekarno Hatta No.164, RT 06/RW 06, Pekalongan, Jawa Tengah",Laki-laki,"Pekalongan, 05/01/2004",2023,MA Negeri 19 Pekalongan
CM000379,4112414521,1173181683172278,Okta Santoso,okta.santoso9654@gmail.com,087708011282,Islam,"Jl. Brigjen Katamso No.81, RT 16/RW 01, Sabang, Aceh",Laki-laki,"Sabang, 07/12/2006",2024,SMK Negeri 8 Sabang
CM000380,7593995699,1872164123160086,Muhammad Wardana,muhammad.wardana9123@gmail.com,081434797162,Islam,"Jl. RE. Martadinata No.109, RT 17/RW 03, Metro, Lampung",Laki-laki,"Metro, 16/08/2007",2025,MA Swasta Hasanuddin Metro
CM000381,4356085017,3172794909056663,Bella Ramadhani,bella.ramadhani1447@gmail.com,082319069432,Islam,"Jl. Sultan Agung No.66, RT 17/RW 04, Jakarta Utara, DKI Jakarta",Perempuan,"Jakarta Utara, 18/06/2008",2025,SMKN 19 Jakarta Utara
CM000382,2532106054,1471696297743638,Fika Maulana,fika.maulana8480@gmail.com,081939509425,Islam,"Jl. MT. Haryono No.127, RT 03/RW 04, Pekanbaru, Riau",Perempuan,"Pekanbaru, 07/05/2006",2025,MAN Islam Terpadu Pekanbaru
CM000383,6173682225,3674462987427276,Ika Sulistyowati,ika.sulistyowati1853@gmail.com,081136474969,Islam,"Jl. RE. Martadinata No.134, RT 07/RW 03, Tangerang Selatan, Banten",Perempuan,"Tangerang Selatan, 08/04/2006",2025,SMK Negeri Diponegoro Tangerang Selatan
CM000384,3493297793,3201329646315331,Hani Hidayat,hani.hidayat3334@gmail.com,085779951413,Kristen,"Jl. Panglima Besar No.123, RT 01/RW 05, Bogor, Jawa Barat",Perempuan,"Bogor, 16/04/2006",2025,SMK Swasta 5 Bogor
CM000385,1218004058,9471197441729228,Salsa Safitri,salsa.safitri3124@gmail.com,081306003994,Islam,"Jl. Imam Bonjol No.88, RT 16/RW 03, Jayapura, Papua",Perempuan,"Jayapura, 09/10/2003",2022,SMA Negeri Harapan Bangsa Jayapura
CM000386,8379949640,8101202786415856,Citra Wibowo,citra.wibowo2152@gmail.com,081393670938,Islam,"Jl. Gatot Subroto No.85, RT 14/RW 07, Maluku Tengah, Maluku",Perempuan,"Maluku Tengah, 07/12/2005",2023,SMAN Cendekia Maluku Tengah
CM000387,9520051200,5272765249752209,Kartika Wijaya,kartika.wijaya5113@gmail.com,088289981930,Islam,"Jl. Sultan Agung No.28, RT 18/RW 09, Bima, Nusa Tenggara Barat",Perempuan,"Bima, 11/11/2007",2024,SMK Negeri 4 Bima
CM000388,2520578179,8171970961646352,Faisal Soetomo,faisal.soetomo6703@gmail.com,088151911629,Katolik,"Jl. Brigjen Katamso No.40, RT 19/RW 02, Ambon, Maluku",Laki-laki,"Ambon, 06/12/2008",2025,SMKN Plus Ambon
CM000389,6120368276,6471760703204089,Teguh Purnomo,teguh.purnomo4643@gmail.com,083855454707,Islam,"Jl. Pemuda No.69, RT 18/RW 09, Samarinda, Kalimantan Timur",Laki-laki,"Samarinda, 13/02/2004",2022,SMA Negeri Plus Samarinda
CM000390,0328965154,1172815407808601,Yasmin Hutapea,yasmin.hutapea5455@gmail.com,085235490996,Islam,"Jl. Sultan Agung No.20, RT 11/RW 10, Lhokseumawe, Aceh",Perempuan,"Lhokseumawe, 23/10/2006",2024,SMA Swasta Budi Utomo Lhokseumawe
CM000391,7958470054,3319239227131044,Amelia Rasyid,amelia.rasyid2428@gmail.com,081135318244,Islam,"Jl. Veteran No.142, RT 18/RW 03, Kudus, Jawa Tengah",Perempuan,"Kudus, 28/03/2007",2025,SMAN Islam Terpadu Kudus
CM000392,8945024123,5104358298845786,Amelia Hakim,amelia.hakim1179@gmail.com,089600101379,Kristen,"Jl. Cut Nyak Dien No.167, RT 14/RW 09, Gianyar, Bali",Perempuan,"Gianyar, 10/03/2006",2024,MA Negeri 20 Gianyar
CM000393,5614324882,1371491719623402,Irwan Anggraini,irwan.anggraini4837@gmail.com,085523312260,Islam,"Jl. Imam Bonjol No.127, RT 10/RW 07, Padang, Sumatera Barat",Laki-laki,"Padang, 01/11/2005",2022,MAN Islam Terpadu Padang
CM000394,3578892265,1871836733747940,Vino Suharto,vino.suharto8994@gmail.com,089956785541,Kristen,"Jl. Pemuda No.116, RT 20/RW 08, Bandar Lampung, Lampung",Laki-laki,"Bandar Lampung, 01/10/2006",2024,MA Negeri 20 Bandar Lampung
CM000395,9494662974,3471068207034128,Eko Puspitasari,eko.puspitasari712@gmail.com,087701490027,Islam,"Jl. Tentara Pelajar No.181, RT 18/RW 08, Yogyakarta, DI Yogyakarta",Laki-laki,"Yogyakarta, 08/09/2004",2023,SMA Swasta 17 Yogyakarta
CM000396,7524444441,3572814318123418,Guntur Handayani,guntur.handayani632@gmail.com,088152069223,Islam,"Jl. Raya Utama No.71, RT 07/RW 06, Blitar, Jawa Timur",Laki-laki,"Blitar, 27/07/2004",2022,SMA Negeri 23 Blitar
CM000397,5764386326,1871062146297172,Gracia Adiputra,gracia.adiputra8427@gmail.com,082243908975,Islam,"Jl. Tentara Pelajar No.170, RT 07/RW 07, Bandar Lampung, Lampung",Perempuan,"Bandar Lampung, 03/02/2004",2023,SMAN 14 Bandar Lampung
CM000398,2453733853,3175148179299745,Xena Mulyadi,xena.mulyadi1050@gmail.com,082121715416,Islam,"Jl. Soekarno Hatta No.197, RT 12/RW 10, Jakarta Timur, DKI Jakarta",Perempuan,"Jakarta Timur, 10/01/2005",2024,SMAN 10 Jakarta Timur
CM000399,9761735722,8171882305519403,Zainal Sulistyowati,zainal.sulistyowati2948@gmail.com,085814855081,Islam,"Jl. Diponegoro No.74, RT 17/RW 01, Ambon, Maluku",Laki-laki,"Ambon, 15/02/2006",2024,SMKN 2 Ambon
CM000400,1466077164,7172464782904868,Muhammad Hermawan,muhammad.hermawan473@gmail.com,088222251053,Islam,"Jl. Ahmad Yani No.36, RT 20/RW 03, Bitung, Sulawesi Utara",Laki-laki,"Bitung, 20/02/2006",2025,SMK Swasta Islam Terpadu Bitung
CM000401,5031891593,5108577818074416,Jefri Azzahra,jefri.azzahra4730@gmail.com,085659514692,Islam,"Jl. Pemuda No.23, RT 11/RW 01, Karangasem, Bali",Laki-laki,"Karangasem, 01/01/2008",2025,MA Negeri 8 Karangasem
CM000402,6814650251,1273784405689379,Prima Oktaviani,prima.oktaviani1350@gmail.com,081732787020,Islam,"Jl. Imam Bonjol No.156, RT 06/RW 07, Binjai, Sumatera Utara",Laki-laki,"Binjai, 25/04/2007",2025,MA Swasta 15 Binjai
CM000403,5974943991,3274489699222550,Lestari Azzahra,lestari.azzahra2250@gmail.com,085777778742,Kristen,"Jl. Pemuda No.183, RT 11/RW 08, Cirebon, Jawa Barat",Perempuan,"Cirebon, 01/10/2005",2024,MA Swasta 3 Cirebon
CM000404,3246500982,1372114716792136,Binar Wahyudi,binar.wahyudi3201@gmail.com,089561958323,Islam,"Jl. Imam Bonjol No.162, RT 12/RW 02, Bukittinggi, Sumatera Barat",Perempuan,"Bukittinggi, 21/11/2005",2024,SMK Negeri 25 Bukittinggi
CM000405,7077665271,7172058079143762,Hana Handayani,hana.handayani8107@gmail.com,088205664608,Islam,"Jl. Imam Bonjol No.162, RT 01/RW 01, Bitung, Sulawesi Utara",Perempuan,"Bitung, 16/07/2006",2025,SMK Negeri Nusantara Bitung
CM000406,2056755375,1471940789326740,Salsa Putranto,salsa.putranto2448@gmail.com,081459090354,Islam,"Jl. Ahmad Yani No.162, RT 16/RW 04, Pekanbaru, Riau",Perempuan,"Pekanbaru, 24/04/2006",2025,SMA Negeri 2 Pekanbaru
CM000407,5407392163,3278197358976697,Joko Purnomo,joko.purnomo2417@gmail.com,085299549468,Islam,"Jl. RE. Martadinata No.25, RT 04/RW 04, Tasikmalaya, Jawa Barat",Laki-laki,"Tasikmalaya, 06/02/2004",2022,MA Negeri 24 Tasikmalaya
CM000408,7804175651,9471443061079416,Ivan Wahyuningsih,ivan.wahyuningsih5422@gmail.com,089585386067,Islam,"Jl. Ahmad Yani No.68, RT 15/RW 04, Jayapura, Papua",Laki-laki,"Jayapura, 25/08/2006",2024,MA Swasta 15 Jayapura
CM000409,6427492960,5272758333011137,Rahma Rahayu,rahma.rahayu6858@gmail.com,085553728774,Islam,"Jl. Ahmad Yani No.197, RT 17/RW 07, Bima, Nusa Tenggara Barat",Perempuan,"Bima, 28/01/2007",2024,SMA Swasta Insan Kamil Bima
CM000410,1637760218,3575408024166980,Surya Pamungkas,surya.pamungkas5434@gmail.com,089541708549,Islam,"Jl. MT. Haryono No.119, RT 11/RW 07, Madiun, Jawa Timur",Laki-laki,"Madiun, 05/02/2005",2024,SMA Negeri Terpadu Madiun
CM000411,8382969331,5103849489068268,Olivia Septiani,olivia.septiani7495@gmail.com,085626136571,Islam,"Jl. Imam Bonjol No.74, RT 10/RW 03, Tabanan, Bali",Perempuan,"Tabanan, 24/06/2005",2024,SMKN 11 Tabanan
CM000412,0256457341,7172399971814104,Viola Santoso,viola.santoso4280@gmail.com,089703069640,Islam,"Jl. Brigjen Katamso No.21, RT 20/RW 04, Bitung, Sulawesi Utara",Perempuan,"Bitung, 23/11/2007",2025,SMA Swasta Gajah Mada Bitung
CM000413,3993725768,3202737510299696,Prima Puspitasari,prima.puspitasari3106@gmail.com,088121776666,Islam,"Jl. RE. Martadinata No.25, RT 13/RW 08, Sukabumi, Jawa Barat",Laki-laki,"Sukabumi, 24/01/2007",2024,SMK Negeri Cendekia Sukabumi
CM000414,3910344495,3404293883151408,Hafiz Susanto,hafiz.susanto6716@gmail.com,081543317868,Islam,"Jl. Gatot Subroto No.68, RT 01/RW 07, Sleman, DI Yogyakarta",Laki-laki,"Sleman, 14/08/2006",2023,SMKN 23 Sleman
CM000415,9820678705,3401138118121105,Vivi Yulianto,vivi.yulianto1326@gmail.com,082137645612,Islam,"Jl. Raya Utama No.155, RT 08/RW 02, Kulon Progo, DI Yogyakarta",Perempuan,"Kulon Progo, 01/05/2005",2022,SMKN 12 Kulon Progo
CM000416,9793902684,3573385653182965,Clara Lubis,clara.lubis3746@gmail.com,085811034278,Konghucu,"Jl. Pemuda No.10, RT 18/RW 09, Malang, Jawa Timur",Perempuan,"Malang, 13/07/2007",2025,MA Swasta 20 Malang
CM000417,7075489369,3172069679461975,Zainal Sihombing,zainal.sihombing9390@gmail.com,081744981074,Islam,"Jl. Sultan Agung No.121, RT 17/RW 05, Jakarta Utara, DKI Jakarta",Laki-laki,"Jakarta Utara, 22/01/2004",2022,SMK Negeri Harapan Bangsa Jakarta Utara
CM000418,8218429701,1272414778567833,Rahma Azzahra,rahma.azzahra8624@gmail.com,089578524931,Islam,"Jl. Pahlawan No.144, RT 02/RW 05, Pematangsiantar, Sumatera Utara",Perempuan,"Pematangsiantar, 22/07/2006",2023,SMAN 20 Pematangsiantar
CM000419,2977037668,3572152406919643,Vina Suryadi,vina.suryadi1317@gmail.com,081329339410,Islam,"Jl. Pemuda No.38, RT 18/RW 04, Blitar, Jawa Timur",Perempuan,"Blitar, 19/06/2007",2024,MA Negeri 18 Blitar
CM000420,6312431051,3674944328407798,Rara Saputra,rara.saputra273@gmail.com,081585638634,Islam,"Jl. Pahlawan No.46, RT 10/RW 01, Tangerang Selatan, Banten",Perempuan,"Tangerang Selatan, 14/12/2006",2024,SMK Negeri Al-Azhar Tangerang Selatan
CM000421,5380847692,7372583554771002,Gita Sulistyowati,gita.sulistyowati8691@gmail.com,089629432431,Hindu,"Jl. Sultan Agung No.199, RT 03/RW 04, Parepare, Sulawesi Selatan",Perempuan,"Parepare, 09/03/2006",2024,MAN Hasanuddin Parepare
CM000422,4483210000,1374109483629640,Okta Andriani,okta.andriani8404@gmail.com,085870528118,Islam,"Jl. Panglima Besar No.161, RT 06/RW 09, Payakumbuh, Sumatera Barat",Perempuan,"Payakumbuh, 26/03/2003",2022,SMAN Cendekia Payakumbuh
CM000423,2349051667,1872076551153157,Fani Wijaya,fani.wijaya1844@gmail.com,089800622399,Islam,"Jl. Pemuda No.123, RT 15/RW 09, Metro, Lampung",Perempuan,"Metro, 06/12/2005",2023,SMK Negeri Harapan Bangsa Metro
CM000424,7077096990,5171441872778919,Keisha Safitri,keisha.safitri2026@gmail.com,089871115824,Kristen,"Jl. Cut Nyak Dien No.193, RT 16/RW 07, Denpasar, Bali",Perempuan,"Denpasar, 23/10/2008",2025,MA Swasta 21 Denpasar
CM000425,2743919081,3404061944606865,Fika Lestari,fika.lestari2401@gmail.com,085865836764,Islam,"Jl. Teuku Umar No.138, RT 03/RW 07, Sleman, DI Yogyakarta",Perempuan,"Sleman, 04/01/2007",2025,SMA Negeri Plus Sleman
CM000426,5242416298,8172029725432478,Oki Prasetyo,oki.prasetyo6601@gmail.com,081975395588,Katolik,"Jl. Brigjen Katamso No.138, RT 13/RW 08, Tual, Maluku",Laki-laki,"Tual, 12/10/2008",2025,SMKN 17 Tual
CM000427,9332211007,7171181372068456,Uswah Maulana,uswah.maulana1273@gmail.com,082161793187,Islam,"Jl. Sultan Agung No.4, RT 14/RW 01, Manado, Sulawesi Utara",Perempuan,"Manado, 14/10/2006",2024,MA Swasta 5 Manado
CM000428,5696876507,5108450778282185,Dedy Nasution,dedy.nasution7958@gmail.com,081124772654,Islam,"Jl. Cut Nyak Dien No.140, RT 04/RW 07, Karangasem, Bali",Laki-laki,"Karangasem, 10/04/2007",2024,MA Negeri Al-Azhar Karangasem
CM000429,1716597064,6472603436772579,Rara Suryadi,rara.suryadi8238@gmail.com,088175829849,Islam,"Jl. Panglima Besar No.76, RT 14/RW 10, Balikpapan, Kalimantan Timur",Perempuan,"Balikpapan, 07/04/2004",2022,SMK Swasta Cendekia Balikpapan
CM000430,7692285101,3202816276654826,Viola Siregar,viola.siregar2134@gmail.com,089583546976,Islam,"Jl. Cut Nyak Dien No.39, RT 11/RW 10, Sukabumi, Jawa Barat",Perempuan,"Sukabumi, 05/10/2005",2024,SMK Swasta Pembangunan Sukabumi
CM000431,4366598491,7306048595898004,Tika Mahendra,tika.mahendra8823@gmail.com,087862410869,Islam,"Jl. RE. Martadinata No.9, RT 10/RW 04, Gowa, Sulawesi Selatan",Perempuan,"Gowa, 22/05/2004",2023,SMK Negeri Gajah Mada Gowa
CM000432,6472720925,3401057455436022,Cantika Wahyuningsih,cantika.wahyuningsih6870@gmail.com,081609814357,Islam,"Jl. Panglima Besar No.47, RT 19/RW 03, Kulon Progo, DI Yogyakarta",Perempuan,"Kulon Progo, 25/06/2006",2024,SMK Negeri Ahmad Dahlan Kulon Progo
CM000433,0947062652,1872943832629314,Cipto Sudirman,cipto.sudirman8713@gmail.com,085817524889,Islam,"Jl. Ahmad Yani No.195, RT 06/RW 08, Metro, Lampung",Laki-laki,"Metro, 04/08/2008",2025,SMAN Cendekia Metro
CM000434,8055283599,1372247118318542,Zara Prasetyo,zara.prasetyo2623@gmail.com,089875662553,Kristen,"Jl. Imam Bonjol No.151, RT 15/RW 07, Bukittinggi, Sumatera Barat",Perempuan,"Bukittinggi, 03/07/2006",2023,SMA Negeri 8 Bukittinggi
CM000435,1199957802,3402151520992251,Tiara Soetomo,tiara.soetomo2921@gmail.com,081279286952,Islam,"Jl. Sisingamangaraja No.99, RT 12/RW 06, Bantul, DI Yogyakarta",Perempuan,"Bantul, 15/04/2006",2024,MA Swasta 4 Bantul
CM000436,0165261871,3275192164984065,Ivan Safitri,ivan.safitri1712@gmail.com,089740248333,Islam,"Jl. Veteran No.51, RT 18/RW 09, Bekasi, Jawa Barat",Laki-laki,"Bekasi, 26/05/2006",2024,SMKN Unggulan Bekasi
CM000437,6866281278,3575834401624855,Wahyu Oktaviani,wahyu.oktaviani9337@gmail.com,081243494267,Islam,"Jl. Soekarno Hatta No.67, RT 03/RW 06, Madiun, Jawa Timur",Laki-laki,"Madiun, 02/05/2007",2024,MA Swasta 9 Madiun
CM000438,5561871537,3673810923393034,Vina Kurniasih,vina.kurniasih5705@gmail.com,089612663934,Islam,"Jl. Veteran No.187, RT 10/RW 01, Serang, Banten",Perempuan,"Serang, 08/08/2007",2025,SMK Negeri 10 Serang
CM000439,2118957642,7373184550111222,Oscar Sudirman,oscar.sudirman4371@gmail.com,081202638147,Islam,"Jl. Pemuda No.100, RT 15/RW 05, Palopo, Sulawesi Selatan",Laki-laki,"Palopo, 08/08/2006",2023,SMK Swasta 23 Palopo
CM000440,6522538114,1173553176847379,Endah Hakim,endah.hakim8379@gmail.com,085215306512,Islam,"Jl. Pahlawan No.90, RT 03/RW 04, Sabang, Aceh",Perempuan,"Sabang, 01/05/2004",2022,SMK Negeri 7 Sabang
CM000441,3245604664,3275938895064878,Hafiz Budiman,hafiz.budiman319@gmail.com,085649726583,Islam,"Jl. Teuku Umar No.137, RT 10/RW 02, Bekasi, Jawa Barat",Laki-laki,"Bekasi, 04/03/2007",2024,SMKN 16 Bekasi
CM000442,3282719768,3404748225794027,Bella Iskandar,bella.iskandar4510@gmail.com,081262735412,Kristen,"Jl. Tentara Pelajar No.176, RT 07/RW 01, Sleman, DI Yogyakarta",Perempuan,"Sleman, 12/03/2005",2022,SMK Swasta 23 Sleman
CM000443,8876780328,3274394777274360,Desi Yulianto,desi.yulianto1920@gmail.com,085313289883,Islam,"Jl. Ahmad Yani No.187, RT 12/RW 03, Cirebon, Jawa Barat",Perempuan,"Cirebon, 16/03/2006",2024,SMK Negeri 3 Cirebon
CM000444,5818154996,1871075198726152,Rahma Nugroho,rahma.nugroho1062@gmail.com,081344429274,Islam,"Jl. Soekarno Hatta No.29, RT 20/RW 03, Bandar Lampung, Lampung",Perempuan,"Bandar Lampung, 18/12/2004",2023,SMA Swasta 20 Bandar Lampung
CM000445,5118074036,3172828943241319,Joko Oktaviani,joko.oktaviani1276@gmail.com,082116997215,Islam,"Jl. Ahmad Yani No.34, RT 04/RW 09, Jakarta Utara, DKI Jakarta",Laki-laki,"Jakarta Utara, 04/06/2005",2022,SMKN 24 Jakarta Utara
CM000446,4349646035,7308638888500475,Olivia Nugraha,olivia.nugraha8664@gmail.com,082398459209,Islam,"Jl. Veteran No.18, RT 15/RW 06, Bone, Sulawesi Selatan",Perempuan,"Bone, 27/12/2007",2025,MAN Pancasila Bone
CM000447,7596138634,9407548039448322,Ferry Maulana,ferry.maulana9654@gmail.com,087748437499,Islam,"Jl. Sisingamangaraja No.186, RT 11/RW 03, Mimika, Papua",Laki-laki,"Mimika, 17/09/2005",2024,MA Negeri Kartini Mimika
CM000448,6526712783,1375457600864782,Udin Situmorang,udin.situmorang4429@gmail.com,087705795547,Islam,"Jl. Veteran No.131, RT 11/RW 04, Pariaman, Sumatera Barat",Laki-laki,"Pariaman, 26/12/2007",2025,SMAN Muhammadiyah Pariaman
CM000449,9670097138,3276182999523874,Udin Septiani,udin.septiani3615@gmail.com,088101600575,Islam,"Jl. Ahmad Yani No.87, RT 10/RW 09, Depok, Jawa Barat",Laki-laki,"Depok, 18/02/2008",2025,SMK Negeri Muhammadiyah Depok
CM000450,4746984448,3171083455087739,Jihan Mulyadi,jihan.mulyadi4772@gmail.com,089563585091,Islam,"Jl. Diponegoro No.11, RT 12/RW 07, Jakarta Pusat, DKI Jakarta",Perempuan,"Jakarta Pusat, 27/12/2006",2024,SMK Negeri Gajah Mada Jakarta Pusat
CM000451,9084986205,3402392203221210,Hafiz Permana,hafiz.permana3742@gmail.com,087750136384,Islam,"Jl. Teuku Umar No.63, RT 17/RW 02, Bantul, DI Yogyakarta",Laki-laki,"Bantul, 24/07/2005",2022,MA Swasta Cendekia Bantul
CM000452,6572643589,3174468178388495,Evan Nasution,evan.nasution5592@gmail.com,082249350323,Islam,"Jl. Sudirman No.72, RT 06/RW 09, Jakarta Selatan, DKI Jakarta",Laki-laki,"Jakarta Selatan, 07/04/2005",2024,SMA Swasta 14 Jakarta Selatan
CM000453,9805622063,1371423161148186,Dwita Nuraini,dwita.nuraini7525@gmail.com,081539723336,Islam,"Jl. Imam Bonjol No.85, RT 06/RW 06, Padang, Sumatera Barat",Perempuan,"Padang, 28/08/2003",2022,MAN Sudirman Padang
CM000454,5745113736,5171445357270435,Raka Situmorang,raka.situmorang8942@gmail.com,089758900201,Hindu,"Jl. Cut Nyak Dien No.158, RT 08/RW 01, Denpasar, Bali",Laki-laki,"Denpasar, 23/05/2006",2025,MA Negeri Hasanuddin Denpasar
CM000455,5820771909,9471410856185408,Adinda Hakim,adinda.hakim6304@gmail.com,082388930253,Islam,"Jl. Teuku Umar No.130, RT 15/RW 03, Jayapura, Papua",Perempuan,"Jayapura, 03/09/2005",2024,SMKN 12 Jayapura
CM000456,1611106246,3674972997571069,Amelia Yulianto,amelia.yulianto2406@gmail.com,081486534163,Islam,"Jl. Ahmad Yani No.15, RT 05/RW 01, Tangerang Selatan, Banten",Perempuan,"Tangerang Selatan, 11/10/2007",2024,MA Swasta 18 Tangerang Selatan
